Front,Back,Week,Status,Frequency,PartOfSpeech
German for: on (উপর বা চালু),auf | plural: — | IPA: ˈaʊf | Die Kinder spielen auf der Straße. | The children play on the street. | বাংলা সহায়তা: “উপর বা চালু” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,active,very common,preposition
German for: machine (মেশিন); include article and plural,Maschine | plural: -n | IPA: diː mˈaʃɪnə | Die Waschmaschine ist günstig. | The washing machine is cheap. | বাংলা সহায়তা: “মেশিন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,noun
German for: sea (সমুদ্র); include article and plural,Meer | plural: — | IPA: das mˈeːɾ | Wir machen Urlaub am Meer. | We are holidaying by the sea. | বাংলা সহায়তা: “সমুদ্র” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,noun
German for: more (আরও বেশি),mehr | plural: — | IPA: mˈeːɾ | Dieses Auto kostet 1.000 Euro mehr als das andere. | This car costs 1000 euros more than the other. | বাংলা সহায়তা: “আরও বেশি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,adjective/adverb/other
German for: my (আমার),mein | plural: — | IPA: mˈaɪn | Mein Vater ist Arzt. | My father is a doctor. | বাংলা সহায়তা: “আমার” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,adjective/adverb/other
German for: most (বেশীরভাগ),meist- | plural: — | IPA: mˈaɪst | Die meisten Norddeutschen sind sehr groß. | Most northern Germans are very tall. | বাংলা সহায়তা: “বেশীরভাগ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,adjective/adverb/other
German for: people (জনগণ); include article and plural,Mensch | plural: -en | IPA: dɛɾ mˈɛnʃ | Die Menschen sind hier anders als bei uns. | The people here are different than at home. | বাংলা সহায়তা: “জনগণ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,noun
German for: rent (ভাড়া); include article and plural,Miete | plural: — | IPA: diː mˈiːtə | Die Miete für diese Wohnung ist 600 Euro. | The rent for this flat is 600 euros. | বাংলা সহায়তা: “ভাড়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,noun
German for: milk (দুধ); include article and plural,Milch | plural: — | IPA: diː mˈɪlç | Die Milch steht im Kühlschrank. | The milk is in the fridge. | বাংলা সহায়তা: “দুধ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,noun
German for: to come with (সঙ্গে আসা),mitkommen | plural: — | IPA: mˈɪtkˌɔmən | Ich gehe ins Kino. Kommst du mit? | I’m going to the cinema. Are you coming with me? | বাংলা সহায়তা: “সঙ্গে আসা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,verb
German for: to join in (অংশ নেওয়া),mitmachen | plural: — | IPA: mˈɪtmˌaxən | Warum macht ihr nicht mit? | Why don‘t you join in? | বাংলা সহায়তা: “অংশ নেওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,verb
German for: to take with (সঙ্গে নেওয়া),mitnehmen | plural: — | IPA: mˈɪtnˌeːmən | Nehmen wir meine Schwester ins Kino mit? | Are we taking my sister with us to the cinema? | বাংলা সহায়তা: “সঙ্গে নেওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,verb
German for: middle (মধ্য); include article and plural,Mitte | plural: — | IPA: diː mˈɪtə | Der Lehrer steht in der Mitte des Klassenzimmers. | The teacher stands in the middle of the classroom. | বাংলা সহায়তা: “মধ্য” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,noun
German for: furniture (আসবাবপত্র); include article and plural,Möbel (pl.) | plural: — | IPA: diː mˈøːbəl | Sind die Möbel neu? | Is the furniture new? | বাংলা সহায়তা: “আসবাবপত্র” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,noun
German for: would like to (করতে চাই),möchten | plural: — | IPA: mˈœçtən | Was möchten Sie trinken? | What would you like to drink? | বাংলা সহায়তা: “করতে চাই” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,adjective/adverb/other
German for: to like (অনুরূপ),mögen | plural: — | IPA: mˈøːɡən | Magst du Kaffee oder Tee? | Do you like coffee or tea? | বাংলা সহায়তা: “অনুরূপ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,verb
German for: possible (সম্ভব),"möglich | plural: — | IPA: mˈøːklɪç | Mit dieser Fahrkarte ist die Fahrt ab 9 Uhr möglich. | With this ticket, it is possible to travel after 9 am. | বাংলা সহায়তা: “সম্ভব” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",4,recognition,common,adjective/adverb/other
German for: moment (মূহুর্ত); include article and plural,"Moment | plural: — | IPA: dɛɾ moːmˈɛnt | Moment mal bitte! | Just a moment, please! | বাংলা সহায়তা: “মূহুর্ত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",4,recognition,common,noun
German for: moment (মূহুর্ত); include article and plural,"Moment | plural: — | IPA: dɛɾ moːmˈɛnt | Einen Moment bitte. | One moment, please. | বাংলা সহায়তা: “মূহুর্ত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",4,recognition,common,noun
German for: tired (ক্লান্ত),müde | plural: — | IPA: mˈyːdə | Ich bin müde. Ich gehe schlafen. | I’m tired. I’m going to sleep. | বাংলা সহায়তা: “ক্লান্ত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,adjective/adverb/other
German for: mouth (মুখ); include article and plural,Mund | plural: — | IPA: dɛɾ mˈʊnt | Öffnen Sie den Mund. | Open your mouth. | বাংলা সহায়তা: “মুখ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,noun
German for: to have to (করতে বাধ্য হওয়া),müssen | plural: — | IPA: mˈʏsən | Ich muss jeden Tag von 8 Uhr bis 18 Uhr arbeiten. | I have to work from 8 am to 6 pm every day. | বাংলা সহায়তা: “করতে বাধ্য হওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,verb
German for: to (somewhere) (প্রতি),nach | plural: — | IPA: nˈɑːx | Ich gehe jetzt nach Hause. | I’m going home now. | বাংলা সহায়তা: “প্রতি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,verb
German for: to (somewhere) (প্রতি),nach | plural: — | IPA: nˈɑːx | Ich fliege nach München. | I’m flying to Munich. | বাংলা সহায়তা: “প্রতি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,verb
German for: next (পরবর্তী),nächst- | plural: — | IPA: nˈɛçst | Sehen wir uns nächste Woche? | Are we seeing each other next week? | বাংলা সহায়তা: “পরবর্তী” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,adjective/adverb/other
German for: to take (নেওয়া),nehmen | plural: — | IPA: nˈeːmən | Ich nehme den Bus. | I take the bus. | বাংলা সহায়তা: “নেওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,verb
German for: no (না),"nein | plural: — | IPA: nˈaɪn | Fährst du auch nach München? / Nein, ich habe keine Zeit. | Are you also travelling to Munich? / No, I don‘t have time. | বাংলা সহায়তা: “না” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",4,recognition,common,adjective/adverb/other
German for: new (নতুন),neu | plural: — | IPA: nˈɔø | Ich bin der neue Kollege. | I am the new colleague. | বাংলা সহায়তা: “নতুন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,adjective/adverb/other
German for: new (নতুন),neu | plural: — | IPA: nˈɔø | Wir haben eine neue Wohnung. | We have a new flat. | বাংলা সহায়তা: “নতুন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,adjective/adverb/other
German for: not (না),nicht | plural: — | IPA: nˈɪçt | Das stimmt nicht. | That’s not right. | বাংলা সহায়তা: “না” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,4,recognition,common,adjective/adverb/other
German for: car (গাড়ি); include article and plural,Auto | plural: -s | IPA: das ˈaʊtoː | Er kommt mit dem Auto. | He’s coming by car. | বাংলা সহায়তা: “গাড়ি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: train (ট্রেন); include article and plural,Bahn | plural: — | IPA: diː bˈɑːn | Wir fahren lieber mit der Bahn. | We prefer to travel by train. | বাংলা সহায়তা: “ট্রেন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: train (ট্রেন); include article and plural,Bahn | plural: — | IPA: diː bˈɑːn | Ich nehme die nächste Bahn. | I’ll take the next train. | বাংলা সহায়তা: “ট্রেন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: train station (রেলস্টেশন); include article and plural,Bahnhof | plural: — | IPA: dɛɾ bˈɑːnhoːf | Komme ich hier zum Bahnhof? | Is this the way to the train station? | বাংলা সহায়তা: “রেলস্টেশন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: platform (প্ল্যাটফর্ম); include article and plural,Bahnsteig | plural: — | IPA: dɛɾ bˈɑːnstaɪk | Auf welchem Bahnsteig fährt der Zug? | From which platform does the train depart? | বাংলা সহায়তা: “প্ল্যাটফর্ম” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: bus (বাস); include article and plural,Bus | plural: -se | IPA: dɛɾ bˈʊs | Wann kommt der nächste Bus? | When does the next bus arrive? | বাংলা সহায়তা: “বাস” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
"German for: there (to that place, in that direction) (সেখানে)",dorthin | plural: — | IPA: dˈɔɾthˌɪn | Deine Tasche kannst du dorthin stellen. | You can put your bag there. | বাংলা সহায়তা: “সেখানে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: a single (ticket) (একবারের টিকিট),"einfach | plural: — | IPA: ˈaɪnfˌax | Hin und zurück? / Nein, bitte nur einfach. | Return? / No, just a single, please. | বাংলা সহায়তা: “একবারের টিকিট” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun/phrase
German for: to travel (ভ্রমণ),fahren | plural: — | IPA: fˈɑːrən | Ich fahre mit dem Auto zur Arbeit. | I go to work by car. | বাংলা সহায়তা: “ভ্রমণ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,verb
German for: (transport) ticket (টিকিট); include article and plural,Fahrkarte | plural: -n | IPA: diː fˈɑːɾkaɾtə | Hast du schon eine Fahrkarte? | Do you already have a ticket? | বাংলা সহায়তা: “টিকিট” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: bicycle (সাইকেল); include article and plural,"Fahrrad | plural: -ä, er | IPA: das fˈɑːrɑːt | Fährst du mit dem Fahrrad oder mit dem Auto? | Do you travel by bike or by car? | বাংলা সহায়তা: “সাইকেল” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun
German for: airport (বিমানবন্দর); include article and plural,Flughafen | plural: — | IPA: dɛɾ flˈuːɡhɑːfən | Kannst du mich zum Flughafen bringen? | Can you take me to the airport? | বাংলা সহায়তা: “বিমানবন্দর” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: straight on (সোজা সামনে),geradeaus | plural: — | IPA: ɡərˈɑdeːˌaʊs | Gehen Sie immer geradeaus! | Keep going straight on! | বাংলা সহায়তা: “সোজা সামনে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: platform (প্ল্যাটফর্ম); include article and plural,Gleis | plural: -e | IPA: das ɡlˈaɪs | Der ICE nach Berlin hält heute an Gleis 12. | The ICE to Berlin is stopping on platform 12 today. | বাংলা সহায়তা: “প্ল্যাটফর্ম” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: hotel (হোটেল); include article and plural,Hotel | plural: -s | IPA: das hˈoːtəl | Im Urlaub sind wir in einem Hotel am Meer. | On holiday we are in a hotel by the sea. | বাংলা সহায়তা: “হোটেল” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: left (বাকি আছে),links | plural: — | IPA: lˈɪŋks | Gehen Sie die nächste Straße links. | Go down the next street on the left. | বাংলা সহায়তা: “বাকি আছে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: right (ডানদিক),rechts | plural: — | IPA: rˈɛçts | Die Schillerstraße ist hier rechts. | Schillerstraße is on the right here. | বাংলা সহায়তা: “ডানদিক” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: to travel (ভ্রমণ),reisen | plural: — | IPA: rˈaɪzən | Ich reise gern. | I like to travel. | বাংলা সহায়তা: “ভ্রমণ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,verb
German for: journey / trip (যাত্রা বা ভ্রমণ); include article and plural,Reise | plural: — | IPA: diː rˈaɪzə | Wir machen eine Reise nach Österreich. | We are going on a trip to Austria. | বাংলা সহায়তা: “যাত্রা বা ভ্রমণ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: travel agency (ভ্রমণ সংস্থা); include article and plural,Reisebüro | plural: -s | IPA: das rˈaɪzeːbˌyːroː | Mein Mann arbeitet im Reisebüro. | My husband works at a travel agency. | বাংলা সহায়তা: “ভ্রমণ সংস্থা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: travel guide (ভ্রমণ নির্দেশিকা); include article and plural,Reiseführer | plural: — | IPA: dɛɾ rˈaɪzeːfˌyːrɜ | Ich kaufe mir einen Reiseführer von Berlin. | I will buy myself a travel guide for Berlin. | বাংলা সহায়তা: “ভ্রমণ নির্দেশিকা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: right / correct (ডানদিক),richtig | plural: — | IPA: rˈɪçtɪç | Das ist richtig. | That's right. | বাংলা সহায়তা: “ডানদিক” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: commuter train (শহরতলির ট্রেন); include article and plural,S-Bahn | plural: — | IPA: diː ˈɛsbˈɑːn | Ich nehme lieber die S-Bahn. | I prefer to take the commuter train. | বাংলা সহায়তা: “শহরতলির ট্রেন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: town / city (শহর); include article and plural,"Stadt | plural: -ä, e | IPA: diː ʃtˈat | Heidelberg ist eine alte Stadt. | Heidelberg is an old town. | বাংলা সহায়তা: “শহর” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun
German for: street (রাস্তা); include article and plural,Straße | plural: -n | IPA: diː ʃtɾˈɑːsə | In welcher Straße wohnen Sie? | Which street do you live on? | বাংলা সহায়তা: “রাস্তা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: ticket (টিকিট); include article and plural,Ticket | plural: -s | IPA: das tˈɪkət | Wie viel kostet das Ticket? | How much does the ticket cost? | বাংলা সহায়তা: “টিকিট” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: train (ট্রেন); include article and plural,"Zug | plural: -ü, e | IPA: dɛɾ tsˈuːk | Ich fahre gern mit dem Zug. | I like to travel by train. | বাংলা সহায়তা: “ট্রেন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun
German for: underground train (পাতাল রেল); include article and plural,U-Bahn | plural: -en | IPA: diː ˈuːbˈɑːn | Das ist die U-Bahn. | This is the underground train. | এটি পাতাল রেল।,5,active,very common,noun
German for: tram (ট্রাম); include article and plural,Straßenbahn | plural: -en | IPA: diː ʃtɾˈɑsənbˌɑːn | Das ist die Straßenbahn. | This is the tram. | এটি ট্রাম।,5,active,very common,noun
German for: bus stop (বাসস্টপ); include article and plural,Bushaltestelle | plural: -n | IPA: diː bˈʊshaltˌɛʃtɛlə | Das ist die Bushaltestelle. | This is the bus stop. | এটি বাসস্টপ।,5,active,very common,noun
German for: main station (প্রধান রেলস্টেশন); include article and plural,Hauptbahnhof | plural: Hauptbahnhöfe | IPA: dɛɾ hˈaʊptbˌɑːnhoːf | Das ist der Hauptbahnhof. | This is the main station. | এটি প্রধান রেলস্টেশন।,5,active,very common,noun
German for: delay (বিলম্ব); include article and plural,Verspätung | plural: -en | IPA: diː fɛɾʃpˈɛːtʊŋ | Das ist die Verspätung. | This is the delay. | এটি বিলম্ব।,5,active,very common,noun
German for: timetable (সময়সূচি); include article and plural,Fahrplan | plural: Fahrpläne | IPA: dɛɾ fɑːɾplˈɑːn | Das ist der Fahrplan. | This is the timetable. | এটি সময়সূচি।,5,active,very common,noun
German for: single ticket (একবারের টিকিট); include article and plural,Einzelfahrkarte | plural: -n | IPA: diː ˈaɪntsˌɛlfɑːɾkˌaɾtə | Das ist die Einzelfahrkarte. | This is the single ticket. | এটি একবারের টিকিট।,5,active,very common,noun
German for: return ticket (ফেরতসহ টিকিট); include article and plural,Rückfahrkarte | plural: -n | IPA: diː rˈʏkfɑːɾkˌaɾtə | Das ist die Rückfahrkarte. | This is the return ticket. | এটি ফেরতসহ টিকিট।,5,active,very common,noun
German for: roundabout (গোলচত্বর); include article and plural,Kreisverkehr | plural: -e | IPA: dɛɾ kɾˈaɪsfɜkˌeːɾ | Das ist der Kreisverkehr. | This is the roundabout. | এটি গোলচত্বর।,5,active,very common,noun
German for: intersection (রাস্তার মোড়); include article and plural,Kreuzung | plural: -en | IPA: diː kɾˈɔøtsʊŋ | Das ist die Kreuzung. | This is the intersection. | এটি রাস্তার মোড়।,5,active,very common,noun
German for: traffic light (ট্রাফিক লাইট); include article and plural,Ampel | plural: -n | IPA: diː ˈampəl | Das ist die Ampel. | This is the traffic light. | এটি ট্রাফিক লাইট।,5,active,very common,noun
German for: opposite (বিপরীতে),gegenüber | plural: — | IPA: ɡˌeːɡənˈyːbɜ | Wir benutzen heute „gegenüber“. | Today we use “opposite”. | আজ আমরা “বিপরীতে” অর্থটি ব্যবহার করি।,5,active,very common,preposition
German for: nearby (কাছাকাছি),in der Nähe | plural: — | IPA: ɪn dɛɾ nˈɛːə | Wir benutzen heute „in der Nähe“. | Today we use “nearby”. | আজ আমরা “কাছাকাছি” অর্থটি ব্যবহার করি।,5,active,very common,phrase
German for: reservation (সংরক্ষণ); include article and plural,Reservierung | plural: -en | IPA: diː rˌeːzɛɾvˈiːrʊŋ | Das ist die Reservierung. | This is the reservation. | এটি সংরক্ষণ।,5,active,very common,noun
German for: to check in (চেক ইন করা),einchecken | plural: — | IPA: ˈaɪnçˌɛkən | Wir üben heute das Verb „einchecken“. | Today we practise the verb “to check in”. | আজ আমরা “চেক ইন করা” অর্থের ক্রিয়াটি অনুশীলন করি।,5,active,very common,verb
German for: to check out (চেক আউট করা),auschecken | plural: — | IPA: ˈaʊsçˌɛkən | Wir üben heute das Verb „auschecken“. | Today we practise the verb “to check out”. | আজ আমরা “চেক আউট করা” অর্থের ক্রিয়াটি অনুশীলন করি।,5,active,very common,verb
German for: Wi-Fi (ওয়াই-ফাই); include article and plural,das WLAN | plural: - | IPA: das vˈeːlˈɑːn | Wir benutzen heute „das WLAN“. | Today we use “Wi-Fi”. | আজ আমরা “ওয়াই-ফাই” অর্থটি ব্যবহার করি।,5,active,very common,noun
German for: passport (পাসপোর্ট); include article and plural,Reisepass | plural: Reisepässe | IPA: dɛɾ rˈaɪzeːpˌas | Das ist der Reisepass. | This is the passport. | এটি পাসপোর্ট।,5,active,very common,noun
German for: suitcase (স্যুটকেস); include article and plural,Koffer | plural: - | IPA: dɛɾ kˈɔfɜ | Das ist der Koffer. | This is the suitcase. | এটি স্যুটকেস।,5,active,very common,noun
German for: luggage (লাগেজ); include article and plural,das Gepäck | plural: - | IPA: das ɡəpˈɛk | Wir benutzen heute „das Gepäck“. | Today we use “luggage”. | আজ আমরা “লাগেজ” অর্থটি ব্যবহার করি।,5,active,very common,noun
German for: no (না),"nicht | plural: — | IPA: nˈɪçt | Das ist doch schön, nicht? | That’s really beautiful, no? | বাংলা সহায়তা: “না” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,adjective/adverb/other
German for: … (প্রাসঙ্গিক বাক্যাংশ),"nichts | plural: — | IPA: nˈɪçts | Das macht nichts. | It's okay, don't worry. | বাংলা সহায়তা: “প্রাসঙ্গিক বাক্যাংশ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,adjective/adverb/other
German for: nothing (কিছুইনা),nichts | plural: — | IPA: nˈɪçts | Hier kaufe ich nichts. Der Laden gefällt mir nicht. | I won’t buy anything here. I don’t like the shop. | বাংলা সহায়তা: “কিছুইনা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: never (কখনো না),nie | plural: — | IPA: nˈiː | Er kommt nie pünktlich. | He is never on time. | বাংলা সহায়তা: “কখনো না” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: still (এখনও),noch | plural: — | IPA: nˈɔx | Vielleicht kommt er noch. | Perhaps he will still come. | বাংলা সহায়তা: “এখনও” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: another (অন্য একটি),noch | plural: — | IPA: nˈɔx | Wir warten noch fünf Minuten. | We will wait another five minutes. | বাংলা সহায়তা: “অন্য একটি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: still (এখনও),noch | plural: — | IPA: nˈɔx | Ich habe noch 20 Euro. | I still have 20 euros. | বাংলা সহায়তা: “এখনও” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: normal (স্বাভাবিক),normal | plural: — | IPA: nˈɔɾmɑːl | 75 kg. Sein Gewicht ist normal. | 75 kg. His weight is normal. | বাংলা সহায়তা: “স্বাভাবিক” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: only (একমাত্র),nur | plural: — | IPA: nˈuːɾ | Ich möchte nur ein Glas Wasser. | I only want a glass of water. | বাংলা সহায়তা: “একমাত্র” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: upstairs (উপরতলায়),oben | plural: — | IPA: ˈoːbən | Ich wohne oben. | I live upstairs. | বাংলা সহায়তা: “উপরতলায়” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: to open (মুক্ত),öffnen | plural: — | IPA: ˈœfnən | Ich öffne die Tür. | I open the door. | বাংলা সহায়তা: “মুক্ত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,verb
German for: open (মুক্ত),geöffnet | plural: — | IPA: ɡəˈœfnət | Der Laden ist samstags bis 16:00 Uhr geöffnet. | The shop is open until 4 pm on Saturdays. | বাংলা সহায়তা: “মুক্ত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: often (প্রায়শই),oft | plural: — | IPA: ˈɔft | Petra treffe ich oft. | I often meet Petra. | বাংলা সহায়তা: “প্রায়শই” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: without (ব্যতীত),ohne | plural: — | IPA: ˈoːnə | Ohne Geld kann er nichts kaufen. | Without money he can’t buy anything. | বাংলা সহায়তা: “ব্যতীত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: oil (তেল); include article and plural,Öl | plural: — | IPA: das ˈøːl | Den Salat machen wir ohne Öl. | We make the salad without oil. | বাংলা সহায়তা: “তেল” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: grandmother (দাদি বা নানি); include article and plural,Oma | plural: -s | IPA: diː ˈoːmɑː | Meine Oma ist schon tot. | My grandmother is already dead. | বাংলা সহায়তা: “দাদি বা নানি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: grandfather (দাদা বা নানা); include article and plural,Opa | plural: -s | IPA: dɛɾ ˈoːpɑː | Mein Opa heißt Hans. | My grandfather is called Hans. | বাংলা সহায়তা: “দাদা বা নানা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: … (প্রাসঙ্গিক বাক্যাংশ); include article and plural,Ordnung | plural: — | IPA: diː ˈɔɾdnʊŋ | Das ist in Ordnung. | That is in order/acceptable/fine. | বাংলা সহায়তা: “প্রাসঙ্গিক বাক্যাংশ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: location / place (অবস্থান); include article and plural,Ort | plural: -e | IPA: dɛɾ ˈɔɾt | Der Ort liegt am Meer. | That place is by the sea. | বাংলা সহায়তা: “অবস্থান” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: paper (কাগজ); include article and plural,Papier | plural: — | IPA: das papˈiːɾ | Hier sind Papier und Bleistift. | Here is a pencil and paper. | বাংলা সহায়তা: “কাগজ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: papers (কাগজপত্র); include article and plural,Papiere (pl.) | plural: — | IPA: diː papˈiːrə | Haben Sie Ihre Papiere dabei? | Do you have your papers with you? | বাংলা সহায়তা: “কাগজপত্র” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: (male) partner (সঙ্গী); include article and plural,Partner | plural: - | IPA: dɛɾ pˈaɾtnɜ | Er is mein Partner. | He is my partner. | বাংলা সহায়তা: “সঙ্গী” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: (female) partner (সঙ্গী); include article and plural,Partnerin | plural: -nen | IPA: diː pˈaɾtnərˌɪn | Sie ist meine Partnerin. | She is my partner. | বাংলা সহায়তা: “সঙ্গী” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: party (দল); include article and plural,Party | plural: — | IPA: diː (en)pˈɑːti(de) | Heute Abend machen wir eine Party. | This evening we are having a party. | বাংলা সহায়তা: “দল” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: passport (পাশপোর্ট); include article and plural,"Pass | plural: -ä, e | IPA: dɛɾ pˈas | Im Hotel brauchst du deinen Pass. | In the hotel you need your passport. | বাংলা সহায়তা: “পাশপোর্ট” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun
German for: break (বিরতি); include article and plural,Pause | plural: -n | IPA: diː pˈaʊzə | Von 12:00 bis 12:30 Uhr haben wir Mittagspause. | From 12 until 12:30 pm we have a lunch break. | বাংলা সহায়তা: “বিরতি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: map / plan (মানচিত্র); include article and plural,"Plan | plural: -ä, e | IPA: dɛɾ plˈɑːn | Ich kaufe mir einen Stadtplan. | I will buy myself a map of the town. | বাংলা সহায়তা: “মানচিত্র” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun
